FBH-VI-568,103
SBC-FV-1,108
CQ-FB-6048,95
YOY-LB-7428,109
DAI-JL-857,94
BL-IA-34,93
RO-HZ-8517,97
SEQ-RH-24,105
TDM-KI-6,90
LJ-RV-4155,95
YLK-GL-9542,104
AN-YE-939,108
TL-GJ-357,109
KTY-FS-633,97
VV-JJ-844,98
GX-CG-10,97
FD-OA-5390,100
CCC-TR-1,107
YUY-KL-31,105
LQ-WA-607,96
YSC-DJ-642,94
DK-ES-4,105
XCP-VY-39,98
OY-FF-947,92
AF-PO-22,96
SW-OK-6,105
LRF-NK-2162,105
YB-XT-3,107
RX-PN-965,92
YV-TM-80,105
NR-LI-9704,100
WR-DU-92,109
DHR-BV-069,99
FVI-IX-4951,104
FH-IZ-753,94
IVE-AR-3,91
KBR-WK-8536,103
HDR-AH-2560,102
TC-HE-8,109
OG-OX-57,98
FP-NU-0622,94
UBU-HF-96,103
GHS-FQ-71,106
MQJ-DG-6278,96
EXM-OC-485,90
ISL-PS-83,108
NW-GP-71,95
HH-NG-8,104
BY-MD-025,90
SWT-QU-26,105
KRA-KI-29,92
WOL-NS-0,106
UOW-KW-6,102
YP-UM-8088,95
TP-PC-186,99
PT-YI-3423,100
QD-CO-2144,100
HX-LT-7568,99
UG-UL-0439,97
DQX-HL-431,109
IC-EQ-025,97
WNS-CI-702,95
GO-XG-4,109
ARW-DE-6,101
AWB-XP-3,109
AU-VP-9,92
JFR-BZ-47,95
FVC-CV-46,102
NK-JK-9,106
TBM-GV-7526,90
NJ-WV-51,104
GX-JM-93,109
DQX-NY-1,97
FTS-SB-2,94
GU-EL-3679,94
JNV-YV-077,109
ZD-ME-46,98
LU-XQ-8,105
NPQ-NU-8,94
TUE-XS-1000,93
ADE-AR-7,91
NVS-WS-853,95
ZPW-IW-1,101
CSF-JT-1947,104
RJ-IY-599,101
AC-ZJ-49,108
FPY-QT-876,98
OY-IO-304,103
IL-MV-05,93
VXE-YX-6933,102
PF-AA-66,99
WPD-MI-572,96
GNY-LQ-8376,96
ZNW-EC-74,107
NLU-MA-3,105
LOC-OZ-571,91
MZ-MC-66,105
HM-TK-12,109
EKI-DI-9669,98
DM-QC-1395,95
DZ-WB-92,102
